영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우,등수,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관람객,장르,등급,영화구분,러닝타임,권장연령
미션임파서블:고스트프로토콜,https://www.kobis.or.kr/common/mast/movie/2012/01/07e2e6f5a62e43caab477425e7bc114f.jpg,미션임파서블-고스트프로토콜.jpg,20112207,장편 | 일반영화 | 액션 | 132분 0초 | 15세이상관람가 | 미국,"필름,2D,4D,IMAX",[주연] 톰 크루즈 | 제레미 레너,37,브래드 버드,파라마운트 픽쳐스,(주)씨제이이엔엠,(주)씨제이이엔엠,2011-12-15,개봉영화,장편,미국,1038,57795846000,7575899,18719283500,2347164,액션,15세이상관람가,일반영화,132분 0초,15세이상관람가
밀정,https://www.kobis.or.kr/common/mast/movie/2016/08/df73c14652b34311af58723d9d9eece9.jpg,밀정.jpg,20159646,"장편 | 일반영화 | 액션 | 139분 55초 | 15세이상관람가 | 한국, 미국","2D,4D",[주연] 송강호 | 공유,38,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",,워너브러더스 코리아(주),2016-09-07,개봉영화,장편,한국,1444,61158644831,7487545,15436298021,1827424,액션,15세이상관람가,일반영화,139분 55초,15세이상관람가
최종병기 활,https://www.kobis.or.kr/upload/up_img/2011/08/mov_75HEGB_20110809145118_1.jpg,최종병기 활.jpg,20110302,"장편 | 일반영화 | 사극, 액션 | 122분 0초 | 15세이상관람가 | 한국","필름,2D,4D",[주연] 박해일(남이) | 류승룡(쥬신타) | 김무열(서군) | 문채원(자인),39,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,개봉영화,장편,한국,615,55808856500,7466976,16139541000,2059847,사극,15세이상관람가,일반영화,122분 0초,15세이상관람가
써니,https://www.kobis.or.kr/upload/up_img/2011/04/mov_CG29F3_20110428110025_1.jpg,써니.jpg,20110193,"장편 | 일반영화 | 드라마, 코미디 | 124분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 유호정(나미) | 심은경(어린 나미) | 강소라(어린 춘화) | 고수희(장미) | 홍진희(진희) | 김민영 | 김선경 | 김보미(어린 복희) | 이연경(금옥) | 남보라(어린금옥) | 민효린 | 조민수(과거 사진 특별출연),40,강형철,"(주)알로하픽쳐스,(주)토일렛픽쳐스",,(주)씨제이이엔엠,2011-05-04,개봉영화,장편,한국,472,53773170600,7328820,15401904600,2004824,드라마,15세이상관람가,일반영화,124분 0초,15세이상관람가
한산: 용의 출현,https://www.kobis.or.kr/common/mast/movie/2022/07/6ecaea887d6242b3a27c11ce960ed45b.jpg,한산- 용의 출현.jpg,20209343,"장편 | 일반영화 | 액션, 드라마 | 129분 30초 | 12세이상관람가 | 한국","2D,4D,IMAX,ScreenX",[주연] 박해일(이순신) | 변요한(와키자카 야스하루) | 안성기(어영담) | 손현주(원균) | 김성규(준사) | 김성균(가토) | 김향기(보름) | 옥택연(임준영) | 공명(이억기) | 박지환(나대용) | 조재윤(마나베 사마노조) | 김효주(기생10),7,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-07-27,개봉영화,장편,한국,2223,73700628377,7264934,15974849913,1513672,액션,12세이상관람가,일반영화,129분 30초,12세이상관람가
스파이더맨: 홈 커밍,https://www.kobis.or.kr/common/mast/movie/2017/05/07bd47fe45c644efa81fa3cd4511d1cb.jpg,스파이더맨- 홈 커밍.jpg,20167303,"장편 | 일반영화 | 액션, 어드벤처, SF | 133분 16초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 톰 홀랜드 | 로버트 다우니 주니어 | 마이클 키튼,41,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-07-05,개봉영화,장편,미국,1965,59120173820,7257973,16753103620,1969107,액션,12세이상관람가,일반영화,133분 16초,12세이상관람가
엘리멘탈,https://www.kobis.or.kr/common/mast/movie/2023/05/1d8f3d4b27d8479e9250de7c217028ec.jpg,엘리멘탈.jpg,20228930,장편 | 일반영화 | 애니메이션 | 109분 9초 | 전체관람가 | 미국,"2D,3D,4D,DOLBYCINEMA",,8,피터 손,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-06-14,개봉영화,장편,미국,1251,71129945066,7239288,19102254019,1883280,애니메이션,전체관람가,일반영화,109분 9초,전체관람가
1987,https://www.kobis.or.kr/common/mast/movie/2017/12/e0e7359e53aa4f82846253fe152382a0.jpg,1987.jpg,20170590,장편 | 일반영화 | 드라마 | 129분 5초 | 15세이상관람가 | 한국,2D,[주연] 김윤석 | 하정우 | 유해진 | 김태리(연희) | 이희준(윤상삼 기자 ),42,장준환,(주)우정필름,,(주)씨제이이엔엠,2017-12-27,개봉영화,장편,한국,1299,58165581145,7231638,14638920495,1776877,드라마,15세이상관람가,일반영화,129분 5초,15세이상관람가
베를린,https://www.kobis.or.kr/common/mast/movie/2013/01/35b62e362efc4ef08479f63b8f3fbcf9.jpg,베를린.jpg,20124083,"장편 | 일반영화 | 액션 | 120분 0초 | 15세이상관람가 | 한국, 독일","필름,2D,4D",[주연] 하정우(표종성) | 한석규(정진수) | 류승범(동명수) | 전지현(련정희),43,류승완,"(주)외유내강,(주)씨제이이엔엠",,(주)씨제이이엔엠,2013-01-30,개봉영화,장편,한국,894,52354931637,7166199,16070379637,2118794,액션,15세이상관람가,일반영화,120분 0초,15세이상관람가
마스터,https://www.kobis.or.kr/common/mast/movie/2013/06/5a2491880fce4135a4c15228792a7d00.jpg,마스터.jpg,20138982,장편 | 예술영화 | 드라마 | 137분 49초 | 청소년관람불가 | 미국,"필름,2D",[주연] 호와킨 피닉스(프레디 퀠) | 필립 세이모어 호프만(랭케스터) | 에이미 아담스(매리 수 도드),44,조의석,영화사 집,,(주)씨제이이엔엠,2016-12-21,개봉영화,장편,한국,1501,58067927865,7150541,14520299965,1731940,액션,15세이상관람가,일반영화,137분 49초,청소년관람불가
터널,https://www.kobis.or.kr/common/mast/movie/2016/08/22b6cdf288114362a118ec2af1451afc.jpg,터널.jpg,20154910,장편 | 일반영화 | 드라마 | 126분 20초 | 12세이상관람가 | 한국,2D,[주연] 하정우 | 배두나 | 오달수,45,김성훈,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,2016-08-10,개봉영화,장편,한국,1105,57510324417,7118592,14121558017,1675010,드라마,12세이상관람가,일반영화,126분 20초,12세이상관람가
어벤져스,https://www.kobis.or.kr/common/mast/movie/2012/04/412d2ab2dd8f4fbcb5a3b7c51a437b7c.jpg,어벤져스.jpg,20124721,"장편 | 일반영화 | 액션, SF | 142분 0초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 로버트 다우니 주니어(토니 스타크/ 아이언 맨) | 스칼렛 요한슨(나타샤 로마노프/블랙 위도우) | 크리스 헴스워스(토르) | 크리스 에반스(스티브 로저/캡틴 아메리카) | 제레미 레너(호크 아이),46,조스 웨던,,한국소니픽쳐스릴리징브에나비스타영화㈜,"월트디즈니컴퍼니코리아 유한책임회사,한국소니픽쳐스릴리징브에나비스타영화㈜",2012-04-26,개봉영화,장편,미국,967,59557853478,7074867,19280107897,2147619,액션,12세이상관람가,일반영화,142분 0초,12세이상관람가
내부자들,https://www.kobis.or.kr/common/mast/movie/2015/11/450ca46c70da4a2eba7e3edbac46610a.jpg,내부자들.jpg,20149314,"장편 | 일반영화 | 범죄, 드라마 | 130분 6초 | 청소년관람불가 | 한국","필름,2D",[주연] 이병헌(안상구) | 조승우(우장훈) | 백윤식(이강희),47,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,2015-11-19,개봉영화,장편,한국,1075,56596582057,7071763,16340245357,1972885,범죄,청소년관람불가,일반영화,130분 6초,청소년관람불가
인천상륙작전,https://www.kobis.or.kr/common/mast/movie/2016/07/f949828764fa452fb7310fbb14beae2a.jpg,인천상륙작전.jpg,20156250,"장편 | 일반영화 | 전쟁, 드라마 | 110분 20초 | 12세이상관람가 | 한국","2D,3D",[주연] 이정재(장학수) | 이범수(림계진) | 리암 니슨(더글러스 맥아더),48,이재한,(주)태원엔터테인먼트,,(주)씨제이이엔엠,2016-07-27,개봉영화,장편,한국,1049,55101410303,7049643,11459996563,1427944,전쟁,12세이상관람가,일반영화,110분 20초,12세이상관람가
공조2: 인터내셔날,https://www.kobis.or.kr/common/mast/movie/2022/08/c43e85bfb89643a2ba7200bfb981a8b2.jpg,공조2- 인터내셔날.jpg,20215601,"장편 | 일반영화 | 액션, 코미디 | 128분 31초 | 15세이상관람가 | 한국",2D,[주연] 현빈 | 유해진 | 임윤아 | 다니엘 헤니 | 진선규,9,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-09-07,개봉영화,장편,한국,2389,70884583586,6979319,15028120901,1444987,액션,15세이상관람가,일반영화,128분 31초,15세이상관람가
럭키,https://www.kobis.or.kr/common/mast/movie/2016/09/3507a1f0d9e1453ebb2a695a0a528986.jpg,럭키.jpg,20153444,장편 | 일반영화 | 코미디 | 112분 37초 | 15세이상관람가 | 한국,2D,[주연] 유해진 | 이준(재성) | 조윤희 | 임지연,49,이계벽,(주)용필름,,(주)쇼박스,2016-10-13,개봉영화,장편,한국,1158,56361435256,6965706,13812629836,1640015,코미디,15세이상관람가,일반영화,112분 37초,15세이상관람가
은밀하게 위대하게,https://www.kobis.or.kr/common/mast/movie/2013/05/50d9aa4e50cd452193dee0b3be57c13d.jpg,은밀하게 위대하게.jpg,20126672,"장편 | 일반영화 | 액션, 코미디, 드라마 | 123분 47초 | 15세이상관람가 | 한국","필름,2D",[주연] 김수현(원류환) | 박기웅(리해랑) | 이현우(리해진) | 손현주(김태원) | 신정근(이발소 박씨),50,장철수,(주)엠씨엠씨,,(주)쇼박스,2013-06-05,개봉영화,장편,한국,1341,48663939413,6953800,12415574413,1691014,액션,15세이상관람가,일반영화,123분 47초,15세이상관람가
곡성,https://www.kobis.or.kr/common/mast/movie/2016/04/84d5c4b9085e4f2fa0da9628a641eb52.jpg,곡성.jpg,20140194,"장편 | 일반영화 | 미스터리, 스릴러, 드라마 | 156분 0초 | 15세이상관람가 | 한국, 미국","필름,2D",[주연] 곽도원(종구) | 황정민(일광) | 쿠니무라 준(외지인) | 천우희(무명) | 김환희(효진),51,나홍진,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),2016-05-12,개봉영화,장편,한국,1485,55853108382,6878264,15445041342,1829923,미스터리,15세이상관람가,일반영화,156분 0초,15세이상관람가
범죄도시,https://www.kobis.or.kr/common/mast/movie/2017/09/e0fa317fdf6c45d5a2eaf0e744b44b34.jpg,범죄도시.jpg,20172742,"장편 | 일반영화 | 범죄, 액션 | 121분 0초 | 청소년관람불가 | 한국",2D,[주연] 마동석(마석도) | 윤계상(장첸) | 조재윤 | 최귀화 | 김성규(양태),52,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"플러스엠 엔터테인먼트,(주)키위미디어그룹",2017-10-03,개봉영화,장편,한국,1315,56077813249,6851297,14046905449,1670254,범죄,청소년관람불가,일반영화,121분 0초,청소년관람불가
늑대소년,https://www.kobis.or.kr/common/mast/movie/2012/12/6c88040cb38244c794106e474b1220cd.jpg,늑대소년.jpg,20124054,"장편 | 일반영화 | 멜로/로맨스, 드라마, 판타지 | 124분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 송중기(늑대소년) | 박보영(소녀),53,조성희,(주)영화사비단길,,(주)씨제이이엔엠,2012-10-31,개봉영화,장편,한국,706,46593107500,6654837,12336313500,1677173,멜로/로맨스,15세이상관람가,일반영화,124분 0초,15세이상관람가
군함도,https://www.kobis.or.kr/common/mast/movie/2017/06/4f201a5a8b344f2b96e2b1cf348c5358.jpg,군함도.jpg,20161481,"장편 | 일반영화 | 액션, 드라마 | 132분 11초 | 15세이상관람가 | 한국","필름,2D,4D",[주연] 황정민(이강옥) | 소지섭(최칠성) | 송중기(박무영) | 이정현(오말년) | 김수안(이소희),54,류승완,"(주)외유내강,(주)필름케이",,(주)씨제이이엔엠,2017-07-26,개봉영화,장편,한국,2027,50510565168,6592151,11091878868,1398649,액션,15세이상관람가,일반영화,132분 11초,15세이상관람가
미션 임파서블: 폴아웃,https://www.kobis.or.kr/common/mast/movie/2018/06/4f438d9e8f2c45ffbe666ced7631caa5.jpg,미션 임파서블- 폴아웃.jpg,20181181,"장편 | 일반영화 | 액션, 스릴러 | 147분 12초 | 15세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 톰 크루즈 | 레베카 퍼거슨 | 바네사 커비 | 미셸 모나한 | 헨리 카빌 | 안젤라 바셋 | 사이먼 페그 | 알렉 볼드윈,55,크리스토퍼 맥쿼리,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2018-07-25,개봉영화,장편,미국,1957,55888375112,6584915,14891043562,1686255,액션,15세이상관람가,일반영화,147분 12초,15세이상관람가
다크 나이트 라이즈,https://www.kobis.or.kr/common/mast/movie/2012/07/19814bb97b4b4ad29ae064f2e1c21a0c.jpg,다크 나이트 라이즈.jpg,20112703,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 164분 0초 | 15세이상관람가 | 미국, 영국","필름,2D,4D,IMAX",[주연] 크리스찬 베일(브루스 웨인/배트맨) | 게리 올드만(짐 고든) | 앤 해서웨이(셀리나 카일) | 톰 하디(베인) | 조셉 고든 레빗(존 블레이크),56,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-07-19,개봉영화,장편,미국,1210,47644838000,6396528,16258149500,2057529,액션,15세이상관람가,일반영화,164분 0초,15세이상관람가
아저씨,https://www.kobis.or.kr/upload/up_img/2011/01/mov_01A4A5_20110131141059_1.jpg,아저씨.jpg,20100214,"장편 | 일반영화 | 액션, 드라마 | 119분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 원빈(차태식) | 김새론(소미),57,이정범,오퍼스픽쳐스(유),,CJ ENM,2010-08-04,개봉영화,장편,한국,478,47870792359,6282774,14820865000,1863328,액션,청소년관람불가,일반영화,119분 0초,청소년관람불가
사도,https://www.kobis.or.kr/common/mast/movie/2015/07/5d3f0399f0d94937805d9f56921ded2f.jpg,사도.jpg,20148846,장편 | 일반영화 | 사극 | 125분 24초 | 12세이상관람가 | 한국,"필름,2D",[주연] 송강호 | 유아인 | 문근영(혜경궁 홍씨 ),58,이준익,(주)타이거픽쳐스,,(주)쇼박스,2015-09-16,개봉영화,장편,한국,1210,48842902501,6246849,12987928301,1606486,사극,12세이상관람가,일반영화,125분 24초,12세이상관람가
미션 임파서블: 로그네이션,https://www.kobis.or.kr/common/mast/movie/2015/06/eb8e2452b95945a292ba474154b9ea8d.jpg,미션 임파서블- 로그네이션.jpg,20157881,"장편 | 일반영화 | 액션, 스릴러, 어드벤처 | 131분 22초 | 15세이상관람가 | 미국","필름,2D,4D,IMAX",[주연] 톰 크루즈 | 제레미 레너 | 사이먼 페그 | 알렉 볼드윈 | 레베카 퍼거슨,59,크리스토퍼 맥쿼리,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-30,개봉영화,장편,미국,1202,48547353607,6126488,13751315607,1669524,액션,15세이상관람가,일반영화,131분 22초,15세이상관람가
킹스맨 : 시크릿 에이전트,https://www.kobis.or.kr/common/mast/movie/2015/02/ec1fdb0c357d405fb665d6f755a7b559.jpg,킹스맨 - 시크릿 에이전트.jpg,20140110,"장편 | 일반영화 | 액션, 스릴러 | 128분 28초 | 청소년관람불가 | 미국, 영국","필름,2D,4D,IMAX",[주연] 콜린 퍼스 | 태런 에저튼 | 사무엘 L. 잭슨 | 마이클 케인,60,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-02-11,개봉영화,장편,미국,706,50333635795,6125154,16707645195,1968882,액션,청소년관람불가,일반영화,128분 28초,청소년관람불가
연평해전,https://www.kobis.or.kr/common/mast/movie/2015/06/4fecc4c7adf0464db5510b72822b3133.jpg,연평해전.jpg,20134798,장편 | 일반영화 | 드라마 | 130분 0초 | 12세이상관람가 | 한국,"필름,2D,3D",[주연] 김무열(윤영하) | 진구(한상국) | 이현우(박동혁) | 이완,61,김학순,(주)로제타시네마,,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,개봉영화,장편,한국,1013,45560620330,6043458,9906059630,1265879,드라마,12세이상관람가,일반영화,130분 0초,12세이상관람가
인셉션,https://www.kobis.or.kr/common/mast/movie/2023/04/42f3b3a8a0834ae7af705e6bdac0a287.jpg,인셉션.jpg,20100312,"장편 | 일반영화 | 드라마, 미스터리 | 147분 0초 | 12세이상관람가 | 미국","필름,2D,4D,IMAX",[주연] 레오나르도 디카프리오(코브),62,크리스토퍼 놀란,"워너 브러더스 픽쳐스,레젼데리 픽쳐스","(주)엔케이컨텐츠,워너브러더스 코리아(주)","(주)디스테이션,워너브러더스 코리아(주)",2010-07-21,개봉영화,장편,미국,528,44106546302,5926948,15810485000,2026998,드라마,12세이상관람가,일반영화,147분 0초,12세이상관람가
레미제라블,https://www.kobis.or.kr/common/mast/movie/2012/12/954c99cb46704e08adc078b209fc3ebd.jpg,레미제라블.jpg,20128274,장편 | 일반영화 | 드라마 | 158분 0초 | 12세이상관람가 | 미국,"필름,2D,IMAX,DOLBYCINEMA",[주연] 휴 잭맨 | 러셀 크로우 | 앤 해서웨이 | 아만다 사이프리드 | 헬레나 본햄 카터,63,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-12-19,개봉영화,장편,미국,696,43044999000,5911890,16482217500,2190090,드라마,12세이상관람가,일반영화,158분 0초,12세이상관람가
